Training Round,Epochs,Scenario,Embedding,Tagging Scheme,Capitalisation Dim,Lower,Char LSTM Dim,Word LSTM Dim,Precision,Recall,F1 Score
5,5,selective,Word2Vec,iobes,True,False,25,200,60.92,49.7,54.74
5,5,selective,Word2Vec,iobes,True,False,50,100,60.15,53.35,56.55
5,5,selective,Word2Vec,iobes,True,False,50,200,66.2,45.57,53.98
5,5,selective,Word2Vec,iobes,True,True,25,100,55.96,43.78,49.12
5,5,selective,Word2Vec,iobes,True,True,25,200,52.32,43.99,47.8
5,5,selective,Word2Vec,iobes,True,True,50,100,46.98,51.6,49.18
5,5,selective,Word2Vec,iobes,True,True,50,200,45.32,50.56,47.8
6,5,selective,Word2Vec,iob,False,False,25,100,28.83,20.65,24.07
6,5,selective,Word2Vec,iob,False,False,25,200,54.08,54.46,54.27
6,5,selective,Word2Vec,iob,False,False,50,100,59.18,53.6,56.26
6,5,selective,Word2Vec,iob,False,False,50,200,63.11,48.58,54.9
6,5,selective,Word2Vec,iob,False,True,25,100,56.46,41.52,47.85
6,5,selective,Word2Vec,iob,False,True,25,200,48.68,42.85,45.58
6,5,selective,Word2Vec,iob,False,True,50,100,54.24,38.51,45.04
6,5,selective,Word2Vec,iob,False,True,50,200,45.51,52.28,48.66
6,5,selective,Word2Vec,iob,True,False,25,100,60.94,50.02,54.94
6,5,selective,Word2Vec,iob,True,False,25,200,63.5,45.11,52.75
6,5,selective,Word2Vec,iob,True,False,50,100,58.22,49.37,53.43
6,5,selective,Word2Vec,iob,True,False,50,200,62.59,51.42,56.46
6,5,selective,Word2Vec,iob,True,True,25,100,62.64,41.31,49.78
6,5,selective,Word2Vec,iob,True,True,25,200,48.72,48.58,48.65
6,5,selective,Word2Vec,iob,True,True,50,100,53.99,44.35,48.7
6,5,selective,Word2Vec,iob,True,True,50,200,54.08,44.21,48.65
6,5,selective,Word2Vec,iobes,False,False,25,100,59.58,49.95,54.34
6,5,selective,Word2Vec,iobes,False,False,25,200,53.49,53.32,53.4
6,5,selective,Word2Vec,iobes,False,False,50,100,56.94,54.14,55.5
6,5,selective,Word2Vec,iobes,False,False,50,200,62.62,50.34,55.81
6,5,selective,Word2Vec,iobes,False,True,25,100,49.75,49.84,49.79
6,5,selective,Word2Vec,iobes,False,True,25,200,47.35,45.89,46.61
6,5,selective,Word2Vec,iobes,False,True,50,100,49.95,49.7,49.82
6,5,selective,Word2Vec,iobes,False,True,50,200,52.99,41.34,46.45
6,5,selective,Word2Vec,iobes,True,False,25,100,60.9,46.86,52.97
6,5,selective,Word2Vec,iobes,True,False,25,200,59.4,53.03,56.03
6,5,selective,Word2Vec,iobes,True,False,50,100,50.74,58.05,54.15
6,5,selective,Word2Vec,iobes,True,False,50,200,61.01,47.19,53.21
6,5,selective,Word2Vec,iobes,True,True,25,100,51.42,48.58,49.96
6,5,selective,Word2Vec,iobes,True,True,25,200,51.12,47.4,49.19
6,5,selective,Word2Vec,iobes,True,True,50,100,47.34,50.77,49.0
6,5,selective,Word2Vec,iobes,True,True,50,200,49.83,52.1,50.94
7,5,selective,Word2Vec,iob,False,False,25,100,62.05,47.44,53.77
7,5,selective,Word2Vec,iob,False,False,25,200,61.99,50.23,55.5
7,5,selective,Word2Vec,iob,False,False,50,100,58.29,55.61,56.92
7,5,selective,Word2Vec,iob,False,False,50,200,55.09,50.81,52.86
7,5,selective,Word2Vec,iob,False,True,25,100,54.25,41.23,46.85
7,5,selective,Word2Vec,iob,False,True,25,200,49.05,48.98,49.01
7,5,selective,Word2Vec,iob,False,True,50,100,50.54,46.86,48.63
7,5,selective,Word2Vec,iob,False,True,50,200,52.19,44.07,47.78
7,5,selective,Word2Vec,iob,True,False,25,100,60.67,48.73,54.05
7,5,selective,Word2Vec,iob,True,False,25,200,51.44,52.56,52.0
7,5,selective,Word2Vec,iob,True,False,50,100,56.45,52.24,54.26
7,5,selective,Word2Vec,iob,True,False,50,200,56.23,50.02,52.94
7,5,selective,Word2Vec,iob,True,True,25,100,49.22,51.95,50.55
7,5,selective,Word2Vec,iob,True,True,25,200,52.8,43.89,47.93
7,5,selective,Word2Vec,iob,True,True,50,100,51.48,45.57,48.35
7,5,selective,Word2Vec,iob,True,True,50,200,52.23,43.99,47.76
7,5,selective,Word2Vec,iobes,False,False,25,100,57.96,49.19,53.22
7,5,selective,Word2Vec,iobes,False,False,25,200,59.33,51.63,55.21
7,5,selective,Word2Vec,iobes,False,False,50,100,59.89,50.05,54.53
7,5,selective,Word2Vec,iobes,False,False,50,200,45.1,40.44,42.65
7,5,selective,Word2Vec,iobes,False,True,25,100,55.64,42.81,48.39
7,5,selective,Word2Vec,iobes,False,True,25,200,47.74,45.46,46.57
7,5,selective,Word2Vec,iobes,False,True,50,100,57.66,38.87,46.43
7,5,selective,Word2Vec,iobes,False,True,50,200,53.94,46.83,50.13
7,5,selective,Word2Vec,iobes,True,False,25,100,56.72,50.52,53.44
7,5,selective,Word2Vec,iobes,True,False,25,200,57.93,49.26,53.25
7,5,selective,Word2Vec,iobes,True,False,50,100,47.99,59.88,53.28
7,5,selective,Word2Vec,iobes,True,False,50,200,54.48,53.6,54.04
7,5,selective,Word2Vec,iobes,True,True,25,100,53.69,42.49,47.44
7,5,selective,Word2Vec,iobes,True,True,25,200,53.37,37.15,43.81
7,5,selective,Word2Vec,iobes,True,True,50,100,53.02,45.0,48.68
7,5,selective,Word2Vec,iobes,True,True,50,200,54.73,46.43,50.24
8,5,selective,Word2Vec,iob,False,False,25,100,59.12,49.41,53.83
8,5,selective,Word2Vec,iob,False,False,25,200,61.0,48.91,54.29
8,5,selective,Word2Vec,iob,False,False,50,100,63.91,44.14,52.22
8,5,selective,Word2Vec,iob,False,False,50,200,58.04,47.47,52.23
8,5,selective,Word2Vec,iob,False,True,25,100,52.63,47.72,50.06
8,5,selective,Word2Vec,iob,False,True,25,200,51.84,49.55,50.67
8,5,selective,Word2Vec,iob,False,True,50,100,55.93,47.51,51.38
8,5,selective,Word2Vec,iob,False,True,50,200,56.61,39.62,46.61
8,5,selective,Word2Vec,iob,True,False,25,100,61.0,51.09,55.61
8,5,selective,Word2Vec,iob,True,False,25,200,64.75,48.8,55.65
8,5,selective,Word2Vec,iob,True,False,50,100,59.84,49.62,54.25
8,5,selective,Word2Vec,iob,True,False,50,200,51.27,52.92,52.08
8,5,selective,Word2Vec,iob,True,True,25,100,49.56,42.85,45.96
8,5,selective,Word2Vec,iob,True,True,25,200,54.6,42.56,47.83
8,5,selective,Word2Vec,iob,True,True,50,100,54.82,44.21,48.95
8,5,selective,Word2Vec,iob,True,True,50,200,49.82,44.35,46.93
8,5,selective,Word2Vec,iobes,False,False,25,100,54.29,50.41,52.28
8,5,selective,Word2Vec,iobes,False,False,25,200,56.86,49.16,52.73
8,5,selective,Word2Vec,iobes,False,False,50,100,57.19,55.04,56.09
8,5,selective,Word2Vec,iobes,False,False,50,200,57.8,53.78,55.72
8,5,selective,Word2Vec,iobes,False,True,25,100,51.55,48.15,49.8
8,5,selective,Word2Vec,iobes,False,True,25,200,52.93,45.68,49.04
8,5,selective,Word2Vec,iobes,False,True,50,100,52.07,47.87,49.88
8,5,selective,Word2Vec,iobes,False,True,50,200,51.62,50.74,51.18
8,5,selective,Word2Vec,iobes,True,False,25,100,59.46,52.49,55.76
8,5,selective,Word2Vec,iobes,True,False,25,200,61.79,47.26,53.56
8,5,selective,Word2Vec,iobes,True,False,50,100,56.2,52.85,54.47
8,5,selective,Word2Vec,iobes,True,False,50,200,58.9,52.1,55.29
8,5,selective,Word2Vec,iobes,True,True,25,100,49.16,48.19,48.67
8,5,selective,Word2Vec,iobes,True,True,25,200,47.15,52.24,49.57
8,5,selective,Word2Vec,iobes,True,True,50,100,49.65,50.91,50.27
8,5,selective,Word2Vec,iobes,True,True,50,200,49.33,44.6,46.85
9,5,selective,Word2Vec,iob,False,False,25,100,62.97,49.52,55.44
9,5,selective,Word2Vec,iob,False,False,25,200,67.88,42.88,52.56
9,5,selective,Word2Vec,iob,False,False,50,100,56.5,53.78,55.11
9,5,selective,Word2Vec,iob,False,False,50,200,53.05,53.32,53.18
9,5,selective,Word2Vec,iob,False,True,25,100,52.88,50.02,51.41
9,5,selective,Word2Vec,iob,False,True,25,200,51.21,44.93,47.86
9,5,selective,Word2Vec,iob,False,True,50,100,48.9,38.26,42.93
9,5,selective,Word2Vec,iob,False,True,50,200,53.92,46.4,49.87
9,5,selective,Word2Vec,iob,True,False,25,100,60.26,49.8,54.53
9,5,selective,Word2Vec,iob,True,False,25,200,53.88,52.78,53.32
9,5,selective,Word2Vec,iob,True,False,50,100,56.27,55.18,55.72
9,5,selective,Word2Vec,iob,True,False,50,200,60.33,52.67,56.24
9,5,selective,Word2Vec,iob,True,True,25,100,52.93,48.23,50.47
9,5,selective,Word2Vec,iob,True,True,25,200,50.44,53.39,51.87
9,5,selective,Word2Vec,iob,True,True,50,100,46.86,52.67,49.59
9,5,selective,Word2Vec,iob,True,True,50,200,55.14,43.1,48.38
9,5,selective,Word2Vec,iobes,False,False,25,100,59.74,50.59,54.79
9,5,selective,Word2Vec,iobes,False,False,25,200,51.19,54.82,52.94
9,5,selective,Word2Vec,iobes,False,False,50,100,59.56,51.85,55.43
9,5,selective,Word2Vec,iobes,False,False,50,200,56.36,54.36,55.34
9,5,selective,Word2Vec,iobes,False,True,25,100,47.82,46.47,47.14
9,5,selective,Word2Vec,iobes,False,True,25,200,53.66,46.76,49.97
9,5,selective,Word2Vec,iobes,False,True,50,100,51.79,52.81,52.3
9,5,selective,Word2Vec,iobes,False,True,50,200,55.89,43.24,48.76
9,5,selective,Word2Vec,iobes,True,False,25,100,57.79,50.95,54.15
9,5,selective,Word2Vec,iobes,True,False,25,200,55.91,52.06,53.92
9,5,selective,Word2Vec,iobes,True,False,50,100,58.84,53.35,55.96
9,5,selective,Word2Vec,iobes,True,False,50,200,55.1,53.07,54.06
9,5,selective,Word2Vec,iobes,True,True,25,100,51.59,43.06,46.94
9,5,selective,Word2Vec,iobes,True,True,25,200,52.38,45.0,48.41
9,5,selective,Word2Vec,iobes,True,True,50,100,49.53,46.83,48.14
9,5,selective,Word2Vec,iobes,True,True,50,200,56.24,42.95,48.71
