,Training_Round,Epochs,Scenario,Embedding,Tagging_Scheme,Capitalisation_Dim,Lower,Char_LSTM_Dim,Word_LSTM_Dim,Precision,Recall,F1_Score
239,7,5,selective,Wang2Vec,IOB2,True,True,50,200,72.62,60.38,65.94
271,8,5,selective,Wang2Vec,IOB2,True,True,50,200,65.96,66.22,66.09
303,9,5,selective,Wang2Vec,IOB2,True,True,50,200,68.45,64.25,66.28
16,0,5,selective,Wang2Vec,IOBES,False,False,25,100,62.34,52.64,57.08
48,1,5,selective,Wang2Vec,IOBES,False,False,25,100,62.83,50.13,55.76
80,2,5,selective,Wang2Vec,IOBES,False,False,25,100,57.63,56.19,56.9
144,4,5,selective,Wang2Vec,IOBES,False,False,25,100,64.74,53.39,58.52
176,5,5,selective,Wang2Vec,IOBES,False,False,25,100,55.92,59.13,57.48
208,6,5,selective,Wang2Vec,IOBES,False,False,25,100,63.02,52.67,57.38
240,7,5,selective,Wang2Vec,IOBES,False,False,25,100,66.33,49.73,56.84
304,9,5,selective,Wang2Vec,IOBES,False,False,25,100,59.76,56.51,58.09
17,0,5,selective,Wang2Vec,IOBES,False,False,25,200,59.79,51.34,55.25
49,1,5,selective,Wang2Vec,IOBES,False,False,25,200,62.47,48.87,54.84
81,2,5,selective,Wang2Vec,IOBES,False,False,25,200,62.95,51.67,56.75
113,3,5,selective,Wang2Vec,IOBES,False,False,25,200,66.6,45.89,54.34
145,4,5,selective,Wang2Vec,IOBES,False,False,25,200,60.74,48.55,53.97
209,6,5,selective,Wang2Vec,IOBES,False,False,25,200,63.91,51.31,56.92
241,7,5,selective,Wang2Vec,IOBES,False,False,25,200,62.75,50.48,55.95
273,8,5,selective,Wang2Vec,IOBES,False,False,25,200,65.38,46.72,54.5
305,9,5,selective,Wang2Vec,IOBES,False,False,25,200,67.82,49.26,57.07
18,0,5,selective,Wang2Vec,IOBES,False,False,50,100,68.57,44.68,54.1
50,1,5,selective,Wang2Vec,IOBES,False,False,50,100,62.58,51.27,56.37
82,2,5,selective,Wang2Vec,IOBES,False,False,50,100,67.48,48.37,56.35
114,3,5,selective,Wang2Vec,IOBES,False,False,50,100,58.32,55.79,57.03
146,4,5,selective,Wang2Vec,IOBES,False,False,50,100,64.52,50.74,56.8
178,5,5,selective,Wang2Vec,IOBES,False,False,50,100,64.38,49.84,56.18
242,7,5,selective,Wang2Vec,IOBES,False,False,50,100,58.22,56.36,57.28
274,8,5,selective,Wang2Vec,IOBES,False,False,50,100,63.68,49.66,55.8
306,9,5,selective,Wang2Vec,IOBES,False,False,50,100,61.23,53.07,56.86
19,0,5,selective,Wang2Vec,IOBES,False,False,50,200,59.35,54.03,56.57
51,1,5,selective,Wang2Vec,IOBES,False,False,50,200,63.49,47.83,54.56
83,2,5,selective,Wang2Vec,IOBES,False,False,50,200,63.77,55.86,59.56
147,4,5,selective,Wang2Vec,IOBES,False,False,50,200,59.64,54.57,56.99
179,5,5,selective,Wang2Vec,IOBES,False,False,50,200,62.37,52.6,57.07
211,6,5,selective,Wang2Vec,IOBES,False,False,50,200,61.98,55.0,58.28
243,7,5,selective,Wang2Vec,IOBES,False,False,50,200,59.95,55.72,57.76
275,8,5,selective,Wang2Vec,IOBES,False,False,50,200,66.73,47.69,55.63
307,9,5,selective,Wang2Vec,IOBES,False,False,50,200,62.22,52.03,56.67
20,0,5,selective,Wang2Vec,IOBES,False,True,25,100,67.04,64.11,65.54
52,1,5,selective,Wang2Vec,IOBES,False,True,25,100,65.56,67.44,66.49
84,2,5,selective,Wang2Vec,IOBES,False,True,25,100,71.75,60.27,65.51
116,3,5,selective,Wang2Vec,IOBES,False,True,25,100,68.55,64.0,66.2
180,5,5,selective,Wang2Vec,IOBES,False,True,25,100,67.54,66.19,66.86
212,6,5,selective,Wang2Vec,IOBES,False,True,25,100,70.29,63.03,66.47
244,7,5,selective,Wang2Vec,IOBES,False,True,25,100,66.61,67.23,66.92
276,8,5,selective,Wang2Vec,IOBES,False,True,25,100,65.67,65.58,65.63
308,9,5,selective,Wang2Vec,IOBES,False,True,25,100,69.74,63.79,66.63
21,0,5,selective,Wang2Vec,IOBES,False,True,25,200,69.78,62.6,66.0
53,1,5,selective,Wang2Vec,IOBES,False,True,25,200,68.39,65.4,66.86
85,2,5,selective,Wang2Vec,IOBES,False,True,25,200,70.41,65.01,67.6
149,4,5,selective,Wang2Vec,IOBES,False,True,25,200,69.61,62.24,65.72
181,5,5,selective,Wang2Vec,IOBES,False,True,25,200,67.21,65.4,66.29
213,6,5,selective,Wang2Vec,IOBES,False,True,25,200,72.08,61.38,66.31
245,7,5,selective,Wang2Vec,IOBES,False,True,25,200,65.67,65.83,65.75
277,8,5,selective,Wang2Vec,IOBES,False,True,25,200,71.04,58.48,64.15
309,9,5,selective,Wang2Vec,IOBES,False,True,25,200,67.52,62.24,64.78
22,0,5,selective,Wang2Vec,IOBES,False,True,50,100,67.37,65.97,66.67
86,2,5,selective,Wang2Vec,IOBES,False,True,50,100,65.41,67.95,66.65
150,4,5,selective,Wang2Vec,IOBES,False,True,50,100,67.71,64.58,66.1
182,5,5,selective,Wang2Vec,IOBES,False,True,50,100,67.71,67.44,67.58
214,6,5,selective,Wang2Vec,IOBES,False,True,50,100,69.93,60.63,64.95
246,7,5,selective,Wang2Vec,IOBES,False,True,50,100,65.58,65.79,65.69
278,8,5,selective,Wang2Vec,IOBES,False,True,50,100,68.84,65.18,66.96
55,1,5,selective,Wang2Vec,IOBES,False,True,50,200,68.18,67.69,67.94
87,2,5,selective,Wang2Vec,IOBES,False,True,50,200,67.28,66.8,67.04
119,3,5,selective,Wang2Vec,IOBES,False,True,50,200,69.97,62.75,66.16
151,4,5,selective,Wang2Vec,IOBES,False,True,50,200,63.65,67.05,65.3
183,5,5,selective,Wang2Vec,IOBES,False,True,50,200,69.0,63.86,66.33
215,6,5,selective,Wang2Vec,IOBES,False,True,50,200,67.73,62.24,64.87
247,7,5,selective,Wang2Vec,IOBES,False,True,50,200,69.05,64.79,66.85
279,8,5,selective,Wang2Vec,IOBES,False,True,50,200,67.59,64.83,66.18
311,9,5,selective,Wang2Vec,IOBES,False,True,50,200,68.91,63.64,66.17
24,0,5,selective,Wang2Vec,IOBES,True,False,25,100,64.54,52.28,57.77
56,1,5,selective,Wang2Vec,IOBES,True,False,25,100,67.99,49.05,56.99
88,2,5,selective,Wang2Vec,IOBES,True,False,25,100,68.33,46.72,55.49
152,4,5,selective,Wang2Vec,IOBES,True,False,25,100,60.67,56.08,58.28
184,5,5,selective,Wang2Vec,IOBES,True,False,25,100,61.53,54.64,57.88
216,6,5,selective,Wang2Vec,IOBES,True,False,25,100,58.66,56.01,57.3
248,7,5,selective,Wang2Vec,IOBES,True,False,25,100,59.08,54.57,56.74
280,8,5,selective,Wang2Vec,IOBES,True,False,25,100,60.5,52.67,56.32
312,9,5,selective,Wang2Vec,IOBES,True,False,25,100,61.14,53.03,56.8
25,0,5,selective,Wang2Vec,IOBES,True,False,25,200,58.86,54.54,56.62
57,1,5,selective,Wang2Vec,IOBES,True,False,25,200,55.97,53.1,54.5
89,2,5,selective,Wang2Vec,IOBES,True,False,25,200,64.74,50.56,56.77
121,3,5,selective,Wang2Vec,IOBES,True,False,25,200,56.26,56.08,56.17
153,4,5,selective,Wang2Vec,IOBES,True,False,25,200,61.0,51.2,55.67
185,5,5,selective,Wang2Vec,IOBES,True,False,25,200,62.28,49.26,55.02
217,6,5,selective,Wang2Vec,IOBES,True,False,25,200,60.61,51.81,55.87
249,7,5,selective,Wang2Vec,IOBES,True,False,25,200,66.12,48.08,55.68
281,8,5,selective,Wang2Vec,IOBES,True,False,25,200,55.89,55.11,55.5
313,9,5,selective,Wang2Vec,IOBES,True,False,25,200,56.11,59.09,57.56
26,0,5,selective,Wang2Vec,IOBES,True,False,50,100,61.45,50.41,55.39
58,1,5,selective,Wang2Vec,IOBES,True,False,50,100,63.78,51.45,56.96
90,2,5,selective,Wang2Vec,IOBES,True,False,50,100,66.09,48.91,56.21
154,4,5,selective,Wang2Vec,IOBES,True,False,50,100,61.32,50.81,55.57
186,5,5,selective,Wang2Vec,IOBES,True,False,50,100,65.13,50.56,56.92
218,6,5,selective,Wang2Vec,IOBES,True,False,50,100,60.18,52.03,55.81
250,7,5,selective,Wang2Vec,IOBES,True,False,50,100,63.19,50.23,55.97
282,8,5,selective,Wang2Vec,IOBES,True,False,50,100,59.47,54.25,56.74
314,9,5,selective,Wang2Vec,IOBES,True,False,50,100,69.22,47.01,55.99
27,0,5,selective,Wang2Vec,IOBES,True,False,50,200,61.48,55.11,58.12
59,1,5,selective,Wang2Vec,IOBES,True,False,50,200,59.66,53.6,56.47
91,2,5,selective,Wang2Vec,IOBES,True,False,50,200,59.31,54.0,56.53
123,3,5,selective,Wang2Vec,IOBES,True,False,50,200,58.32,56.9,57.6
155,4,5,selective,Wang2Vec,IOBES,True,False,50,200,55.43,62.24,58.64
187,5,5,selective,Wang2Vec,IOBES,True,False,50,200,59.67,53.53,56.44
251,7,5,selective,Wang2Vec,IOBES,True,False,50,200,64.53,49.7,56.15
283,8,5,selective,Wang2Vec,IOBES,True,False,50,200,59.48,53.89,56.55
315,9,5,selective,Wang2Vec,IOBES,True,False,50,200,66.45,52.06,58.38
28,0,5,selective,Wang2Vec,IOBES,True,True,25,100,68.14,64.5,66.27
60,1,5,selective,Wang2Vec,IOBES,True,True,25,100,68.98,65.79,67.35
92,2,5,selective,Wang2Vec,IOBES,True,True,25,100,69.82,59.05,63.99
124,3,5,selective,Wang2Vec,IOBES,True,True,25,100,68.51,64.58,66.48
156,4,5,selective,Wang2Vec,IOBES,True,True,25,100,68.8,65.4,67.06
188,5,5,selective,Wang2Vec,IOBES,True,True,25,100,67.3,64.93,66.09
220,6,5,selective,Wang2Vec,IOBES,True,True,25,100,65.55,67.26,66.4
252,7,5,selective,Wang2Vec,IOBES,True,True,25,100,64.46,68.16,66.26
284,8,5,selective,Wang2Vec,IOBES,True,True,25,100,68.81,66.69,67.73
316,9,5,selective,Wang2Vec,IOBES,True,True,25,100,70.49,65.44,67.87
29,0,5,selective,Wang2Vec,IOBES,True,True,25,200,68.93,65.15,66.99
61,1,5,selective,Wang2Vec,IOBES,True,True,25,200,67.23,68.77,67.99
93,2,5,selective,Wang2Vec,IOBES,True,True,25,200,68.31,67.23,67.76
125,3,5,selective,Wang2Vec,IOBES,True,True,25,200,67.52,67.01,67.27
157,4,5,selective,Wang2Vec,IOBES,True,True,25,200,68.0,65.01,66.47
189,5,5,selective,Wang2Vec,IOBES,True,True,25,200,68.91,63.25,65.96
221,6,5,selective,Wang2Vec,IOBES,True,True,25,200,65.63,67.98,66.78
253,7,5,selective,Wang2Vec,IOBES,True,True,25,200,69.24,63.43,66.21
285,8,5,selective,Wang2Vec,IOBES,True,True,25,200,64.81,66.3,65.54
317,9,5,selective,Wang2Vec,IOBES,True,True,25,200,69.6,64.43,66.91
30,0,5,selective,Wang2Vec,IOBES,True,True,50,100,67.96,65.54,66.73
62,1,5,selective,Wang2Vec,IOBES,True,True,50,100,69.3,63.46,66.25
94,2,5,selective,Wang2Vec,IOBES,True,True,50,100,67.87,65.44,66.63
126,3,5,selective,Wang2Vec,IOBES,True,True,50,100,69.52,66.15,67.79
190,5,5,selective,Wang2Vec,IOBES,True,True,50,100,67.68,64.93,66.28
222,6,5,selective,Wang2Vec,IOBES,True,True,50,100,69.52,65.44,67.42
254,7,5,selective,Wang2Vec,IOBES,True,True,50,100,66.38,66.98,66.68
286,8,5,selective,Wang2Vec,IOBES,True,True,50,100,67.63,65.26,66.42
318,9,5,selective,Wang2Vec,IOBES,True,True,50,100,68.66,64.72,66.63
31,0,5,selective,Wang2Vec,IOBES,True,True,50,200,69.48,63.36,66.28
63,1,5,selective,Wang2Vec,IOBES,True,True,50,200,68.85,62.67,65.62
95,2,5,selective,Wang2Vec,IOBES,True,True,50,200,67.1,66.19,66.64
127,3,5,selective,Wang2Vec,IOBES,True,True,50,200,67.29,65.79,66.53
159,4,5,selective,Wang2Vec,IOBES,True,True,50,200,65.71,67.19,66.44
191,5,5,selective,Wang2Vec,IOBES,True,True,50,200,67.26,66.3,66.78
223,6,5,selective,Wang2Vec,IOBES,True,True,50,200,70.25,62.57,66.19
255,7,5,selective,Wang2Vec,IOBES,True,True,50,200,70.19,63.57,66.72
287,8,5,selective,Wang2Vec,IOBES,True,True,50,200,69.16,62.39,65.6
319,9,5,selective,Wang2Vec,IOBES,True,True,50,200,67.61,65.4,66.48
960,0,5,selective,Word2Vec,IOB2,False,False,25,100,58.7,50.7,54.41
992,1,5,selective,Word2Vec,IOB2,False,False,25,100,54.97,54.57,54.77
1024,2,5,selective,Word2Vec,IOB2,False,False,25,100,53.32,51.02,52.14
1056,3,5,selective,Word2Vec,IOB2,False,False,25,100,53.99,54.28,54.14
1088,4,5,selective,Word2Vec,IOB2,False,False,25,100,62.83,50.23,55.83
1120,5,5,selective,Word2Vec,IOB2,False,False,25,100,61.08,52.89,56.69
1184,7,5,selective,Word2Vec,IOB2,False,False,25,100,62.05,47.44,53.77
1216,8,5,selective,Word2Vec,IOB2,False,False,25,100,59.12,49.41,53.83
1248,9,5,selective,Word2Vec,IOB2,False,False,25,100,62.97,49.52,55.44
961,0,5,selective,Word2Vec,IOB2,False,False,25,200,54.51,54.14,54.33
993,1,5,selective,Word2Vec,IOB2,False,False,25,200,51.66,54.0,52.81
1025,2,5,selective,Word2Vec,IOB2,False,False,25,200,59.59,47.33,52.76
1057,3,5,selective,Word2Vec,IOB2,False,False,25,200,52.34,52.03,52.18
1089,4,5,selective,Word2Vec,IOB2,False,False,25,200,60.06,48.8,53.85
1121,5,5,selective,Word2Vec,IOB2,False,False,25,200,55.1,55.79,55.44
1153,6,5,selective,Word2Vec,IOB2,False,False,25,200,54.08,54.46,54.27
1185,7,5,selective,Word2Vec,IOB2,False,False,25,200,61.99,50.23,55.5
1217,8,5,selective,Word2Vec,IOB2,False,False,25,200,61.0,48.91,54.29
1249,9,5,selective,Word2Vec,IOB2,False,False,25,200,67.88,42.88,52.56
962,0,5,selective,Word2Vec,IOB2,False,False,50,100,60.54,50.45,55.04
994,1,5,selective,Word2Vec,IOB2,False,False,50,100,55.91,56.62,56.26
1090,4,5,selective,Word2Vec,IOB2,False,False,50,100,56.12,55.22,55.67
1122,5,5,selective,Word2Vec,IOB2,False,False,50,100,53.64,55.68,54.64
1154,6,5,selective,Word2Vec,IOB2,False,False,50,100,59.18,53.6,56.26
1186,7,5,selective,Word2Vec,IOB2,False,False,50,100,58.29,55.61,56.92
1218,8,5,selective,Word2Vec,IOB2,False,False,50,100,63.91,44.14,52.22
1250,9,5,selective,Word2Vec,IOB2,False,False,50,100,56.5,53.78,55.11
963,0,5,selective,Word2Vec,IOB2,False,False,50,200,62.1,49.87,55.32
995,1,5,selective,Word2Vec,IOB2,False,False,50,200,59.94,50.05,54.55
1027,2,5,selective,Word2Vec,IOB2,False,False,50,200,61.29,47.51,53.52
1059,3,5,selective,Word2Vec,IOB2,False,False,50,200,55.42,52.6,53.97
1091,4,5,selective,Word2Vec,IOB2,False,False,50,200,52.49,58.59,55.37
1123,5,5,selective,Word2Vec,IOB2,False,False,50,200,58.55,51.06,54.55
1155,6,5,selective,Word2Vec,IOB2,False,False,50,200,63.11,48.58,54.9
1187,7,5,selective,Word2Vec,IOB2,False,False,50,200,55.09,50.81,52.86
1219,8,5,selective,Word2Vec,IOB2,False,False,50,200,58.04,47.47,52.23
1251,9,5,selective,Word2Vec,IOB2,False,False,50,200,53.05,53.32,53.18
964,0,5,selective,Word2Vec,IOB2,False,True,25,100,51.07,50.66,50.86
996,1,5,selective,Word2Vec,IOB2,False,True,25,100,57.53,46.15,51.21
1028,2,5,selective,Word2Vec,IOB2,False,True,25,100,48.59,47.51,48.04
1060,3,5,selective,Word2Vec,IOB2,False,True,25,100,54.67,46.4,50.19
1092,4,5,selective,Word2Vec,IOB2,False,True,25,100,52.44,48.87,50.59
1124,5,5,selective,Word2Vec,IOB2,False,True,25,100,50.37,48.3,49.31
1156,6,5,selective,Word2Vec,IOB2,False,True,25,100,56.46,41.52,47.85
1188,7,5,selective,Word2Vec,IOB2,False,True,25,100,54.25,41.23,46.85
1220,8,5,selective,Word2Vec,IOB2,False,True,25,100,52.63,47.72,50.06
1252,9,5,selective,Word2Vec,IOB2,False,True,25,100,52.88,50.02,51.41
965,0,5,selective,Word2Vec,IOB2,False,True,25,200,52.43,46.36,49.21
997,1,5,selective,Word2Vec,IOB2,False,True,25,200,48.45,46.5,47.46
1029,2,5,selective,Word2Vec,IOB2,False,True,25,200,53.04,42.6,47.25
1061,3,5,selective,Word2Vec,IOB2,False,True,25,200,49.56,42.56,45.79
1125,5,5,selective,Word2Vec,IOB2,False,True,25,200,53.2,50.3,51.71
1157,6,5,selective,Word2Vec,IOB2,False,True,25,200,48.68,42.85,45.58
1189,7,5,selective,Word2Vec,IOB2,False,True,25,200,49.05,48.98,49.01
1221,8,5,selective,Word2Vec,IOB2,False,True,25,200,51.84,49.55,50.67
1253,9,5,selective,Word2Vec,IOB2,False,True,25,200,51.21,44.93,47.86
966,0,5,selective,Word2Vec,IOB2,False,True,50,100,51.52,45.07,48.08
998,1,5,selective,Word2Vec,IOB2,False,True,50,100,52.08,47.58,49.73
1030,2,5,selective,Word2Vec,IOB2,False,True,50,100,59.67,43.49,50.31
1062,3,5,selective,Word2Vec,IOB2,False,True,50,100,49.86,49.62,49.74
1094,4,5,selective,Word2Vec,IOB2,False,True,50,100,49.58,54.5,51.92
1126,5,5,selective,Word2Vec,IOB2,False,True,50,100,46.14,52.31,49.03
1158,6,5,selective,Word2Vec,IOB2,False,True,50,100,54.24,38.51,45.04
1190,7,5,selective,Word2Vec,IOB2,False,True,50,100,50.54,46.86,48.63
1222,8,5,selective,Word2Vec,IOB2,False,True,50,100,55.93,47.51,51.38
967,0,5,selective,Word2Vec,IOB2,False,True,50,200,49.78,48.69,49.23
999,1,5,selective,Word2Vec,IOB2,False,True,50,200,43.89,48.91,46.26
1031,2,5,selective,Word2Vec,IOB2,False,True,50,200,51.99,52.85,52.42
1063,3,5,selective,Word2Vec,IOB2,False,True,50,200,53.11,48.01,50.43
1095,4,5,selective,Word2Vec,IOB2,False,True,50,200,52.11,50.95,51.52
1127,5,5,selective,Word2Vec,IOB2,False,True,50,200,51.54,46.25,48.75
1159,6,5,selective,Word2Vec,IOB2,False,True,50,200,45.51,52.28,48.66
1191,7,5,selective,Word2Vec,IOB2,False,True,50,200,52.19,44.07,47.78
1223,8,5,selective,Word2Vec,IOB2,False,True,50,200,56.61,39.62,46.61
1255,9,5,selective,Word2Vec,IOB2,False,True,50,200,53.92,46.4,49.87
968,0,5,selective,Word2Vec,IOB2,True,False,25,100,53.54,55.65,54.57
1000,1,5,selective,Word2Vec,IOB2,True,False,25,100,49.03,57.01,52.72
1032,2,5,selective,Word2Vec,IOB2,True,False,25,100,60.92,51.6,55.87
1064,3,5,selective,Word2Vec,IOB2,True,False,25,100,58.74,52.78,55.6
1096,4,5,selective,Word2Vec,IOB2,True,False,25,100,57.24,52.89,54.98
1160,6,5,selective,Word2Vec,IOB2,True,False,25,100,60.94,50.02,54.94
1192,7,5,selective,Word2Vec,IOB2,True,False,25,100,60.67,48.73,54.05
1224,8,5,selective,Word2Vec,IOB2,True,False,25,100,61.0,51.09,55.61
1256,9,5,selective,Word2Vec,IOB2,True,False,25,100,60.26,49.8,54.53
969,0,5,selective,Word2Vec,IOB2,True,False,25,200,59.82,45.86,51.92
1001,1,5,selective,Word2Vec,IOB2,True,False,25,200,57.49,49.84,53.39
1033,2,5,selective,Word2Vec,IOB2,True,False,25,200,56.32,53.85,55.06
1065,3,5,selective,Word2Vec,IOB2,True,False,25,200,63.26,48.66,55.01
1097,4,5,selective,Word2Vec,IOB2,True,False,25,200,63.42,44.39,52.23
1129,5,5,selective,Word2Vec,IOB2,True,False,25,200,55.89,50.88,53.27
1161,6,5,selective,Word2Vec,IOB2,True,False,25,200,63.5,45.11,52.75
1193,7,5,selective,Word2Vec,IOB2,True,False,25,200,51.44,52.56,52.0
1225,8,5,selective,Word2Vec,IOB2,True,False,25,200,64.75,48.8,55.65
1257,9,5,selective,Word2Vec,IOB2,True,False,25,200,53.88,52.78,53.32
970,0,5,selective,Word2Vec,IOB2,True,False,50,100,60.0,49.91,54.49
1002,1,5,selective,Word2Vec,IOB2,True,False,50,100,55.52,54.07,54.79
1034,2,5,selective,Word2Vec,IOB2,True,False,50,100,61.58,49.87,55.11
1066,3,5,selective,Word2Vec,IOB2,True,False,50,100,62.47,49.84,55.44
1098,4,5,selective,Word2Vec,IOB2,True,False,50,100,60.21,53.71,56.77
1130,5,5,selective,Word2Vec,IOB2,True,False,50,100,61.41,51.52,56.03
1162,6,5,selective,Word2Vec,IOB2,True,False,50,100,58.22,49.37,53.43
1194,7,5,selective,Word2Vec,IOB2,True,False,50,100,56.45,52.24,54.26
1226,8,5,selective,Word2Vec,IOB2,True,False,50,100,59.84,49.62,54.25
1258,9,5,selective,Word2Vec,IOB2,True,False,50,100,56.27,55.18,55.72
1003,1,5,selective,Word2Vec,IOB2,True,False,50,200,57.39,53.6,55.43
1035,2,5,selective,Word2Vec,IOB2,True,False,50,200,60.3,49.66,54.46
1067,3,5,selective,Word2Vec,IOB2,True,False,50,200,59.61,53.14,56.19
1131,5,5,selective,Word2Vec,IOB2,True,False,50,200,58.3,49.73,53.68
1163,6,5,selective,Word2Vec,IOB2,True,False,50,200,62.59,51.42,56.46
1195,7,5,selective,Word2Vec,IOB2,True,False,50,200,56.23,50.02,52.94
1227,8,5,selective,Word2Vec,IOB2,True,False,50,200,51.27,52.92,52.08
1259,9,5,selective,Word2Vec,IOB2,True,False,50,200,60.33,52.67,56.24
972,0,5,selective,Word2Vec,IOB2,True,True,25,100,57.07,45.0,50.32
1004,1,5,selective,Word2Vec,IOB2,True,True,25,100,48.4,49.98,49.18
1036,2,5,selective,Word2Vec,IOB2,True,True,25,100,51.4,48.55,49.94
1068,3,5,selective,Word2Vec,IOB2,True,True,25,100,50.95,49.26,50.09
1132,5,5,selective,Word2Vec,IOB2,True,True,25,100,46.38,48.87,47.59
1164,6,5,selective,Word2Vec,IOB2,True,True,25,100,62.64,41.31,49.78
1196,7,5,selective,Word2Vec,IOB2,True,True,25,100,49.22,51.95,50.55
1260,9,5,selective,Word2Vec,IOB2,True,True,25,100,52.93,48.23,50.47
973,0,5,selective,Word2Vec,IOB2,True,True,25,200,47.99,41.2,44.34
1005,1,5,selective,Word2Vec,IOB2,True,True,25,200,52.9,45.5,48.92
1037,2,5,selective,Word2Vec,IOB2,True,True,25,200,53.1,46.4,49.52
1069,3,5,selective,Word2Vec,IOB2,True,True,25,200,52.87,43.64,47.81
1101,4,5,selective,Word2Vec,IOB2,True,True,25,200,48.0,46.58,47.28
1133,5,5,selective,Word2Vec,IOB2,True,True,25,200,55.21,46.0,50.19
1165,6,5,selective,Word2Vec,IOB2,True,True,25,200,48.72,48.58,48.65
1197,7,5,selective,Word2Vec,IOB2,True,True,25,200,52.8,43.89,47.93
1229,8,5,selective,Word2Vec,IOB2,True,True,25,200,54.6,42.56,47.83
1261,9,5,selective,Word2Vec,IOB2,True,True,25,200,50.44,53.39,51.87
974,0,5,selective,Word2Vec,IOB2,True,True,50,100,45.56,45.43,45.49
1006,1,5,selective,Word2Vec,IOB2,True,True,50,100,46.87,47.83,47.35
1038,2,5,selective,Word2Vec,IOB2,True,True,50,100,54.56,48.87,51.56
1070,3,5,selective,Word2Vec,IOB2,True,True,50,100,49.87,41.38,45.23
1102,4,5,selective,Word2Vec,IOB2,True,True,50,100,51.51,47.01,49.16
1134,5,5,selective,Word2Vec,IOB2,True,True,50,100,49.38,49.95,49.66
1166,6,5,selective,Word2Vec,IOB2,True,True,50,100,53.99,44.35,48.7
1198,7,5,selective,Word2Vec,IOB2,True,True,50,100,51.48,45.57,48.35
1230,8,5,selective,Word2Vec,IOB2,True,True,50,100,54.82,44.21,48.95
1262,9,5,selective,Word2Vec,IOB2,True,True,50,100,46.86,52.67,49.59
975,0,5,selective,Word2Vec,IOB2,True,True,50,200,51.8,48.37,50.03
1007,1,5,selective,Word2Vec,IOB2,True,True,50,200,50.92,43.78,47.08
1039,2,5,selective,Word2Vec,IOB2,True,True,50,200,55.6,49.16,52.18
1071,3,5,selective,Word2Vec,IOB2,True,True,50,200,52.3,47.33,49.69
1135,5,5,selective,Word2Vec,IOB2,True,True,50,200,49.91,47.87,48.87
1167,6,5,selective,Word2Vec,IOB2,True,True,50,200,54.08,44.21,48.65
1199,7,5,selective,Word2Vec,IOB2,True,True,50,200,52.23,43.99,47.76
1231,8,5,selective,Word2Vec,IOB2,True,True,50,200,49.82,44.35,46.93
1263,9,5,selective,Word2Vec,IOB2,True,True,50,200,55.14,43.1,48.38
976,0,5,selective,Word2Vec,IOBES,False,False,25,100,60.67,49.34,54.42
1008,1,5,selective,Word2Vec,IOBES,False,False,25,100,55.87,56.15,56.01
1040,2,5,selective,Word2Vec,IOBES,False,False,25,100,63.05,46.93,53.81
1072,3,5,selective,Word2Vec,IOBES,False,False,25,100,56.96,53.68,55.27
1104,4,5,selective,Word2Vec,IOBES,False,False,25,100,50.83,55.83,53.21
1136,5,5,selective,Word2Vec,IOBES,False,False,25,100,60.18,49.05,54.05
1168,6,5,selective,Word2Vec,IOBES,False,False,25,100,59.58,49.95,54.34
1200,7,5,selective,Word2Vec,IOBES,False,False,25,100,57.96,49.19,53.22
1232,8,5,selective,Word2Vec,IOBES,False,False,25,100,54.29,50.41,52.28
1264,9,5,selective,Word2Vec,IOBES,False,False,25,100,59.74,50.59,54.79
977,0,5,selective,Word2Vec,IOBES,False,False,25,200,58.13,50.88,54.26
1009,1,5,selective,Word2Vec,IOBES,False,False,25,200,58.48,47.47,52.4
1041,2,5,selective,Word2Vec,IOBES,False,False,25,200,60.69,50.09,54.88
1073,3,5,selective,Word2Vec,IOBES,False,False,25,200,61.11,49.98,54.99
1105,4,5,selective,Word2Vec,IOBES,False,False,25,200,52.35,54.36,53.33
1137,5,5,selective,Word2Vec,IOBES,False,False,25,200,58.01,48.69,52.94
1169,6,5,selective,Word2Vec,IOBES,False,False,25,200,53.49,53.32,53.4
1201,7,5,selective,Word2Vec,IOBES,False,False,25,200,59.33,51.63,55.21
1233,8,5,selective,Word2Vec,IOBES,False,False,25,200,56.86,49.16,52.73
1265,9,5,selective,Word2Vec,IOBES,False,False,25,200,51.19,54.82,52.94
978,0,5,selective,Word2Vec,IOBES,False,False,50,100,57.52,52.92,55.13
1010,1,5,selective,Word2Vec,IOBES,False,False,50,100,60.82,51.49,55.77
1042,2,5,selective,Word2Vec,IOBES,False,False,50,100,57.19,55.22,56.18
1074,3,5,selective,Word2Vec,IOBES,False,False,50,100,59.54,52.38,55.73
1106,4,5,selective,Word2Vec,IOBES,False,False,50,100,57.62,53.42,55.44
1138,5,5,selective,Word2Vec,IOBES,False,False,50,100,58.76,53.28,55.89
1170,6,5,selective,Word2Vec,IOBES,False,False,50,100,56.94,54.14,55.5
1202,7,5,selective,Word2Vec,IOBES,False,False,50,100,59.89,50.05,54.53
1234,8,5,selective,Word2Vec,IOBES,False,False,50,100,57.19,55.04,56.09
1266,9,5,selective,Word2Vec,IOBES,False,False,50,100,59.56,51.85,55.43
1011,1,5,selective,Word2Vec,IOBES,False,False,50,200,58.66,51.95,55.11
1043,2,5,selective,Word2Vec,IOBES,False,False,50,200,55.85,55.25,55.55
1075,3,5,selective,Word2Vec,IOBES,False,False,50,200,59.04,52.46,55.55
1107,4,5,selective,Word2Vec,IOBES,False,False,50,200,57.86,53.71,55.71
